company_file;inn_file;industry_file;inn_smi_publications;inn_company_main_cards;open_orgs_checker;ОГРН;ИНН;КПП;ОКПО;Полное наименование;Прежние наименования;Другие наименования;На английском;Адрес;Телефон;Web;ОКОПФ;Отрасль;Руководитель;E-mail;Соцсети;Управляющая компания;Бенефициар
«Завод Технофлекс»;6229024796;промышленность строительных материалов;6229024796;6229024796;1.0;1026201076054;6229024796;622901001;44890489;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД ТЕХНОФЛЕКС""";;"ООО ""ЗАВОД ТЕХНОФЛЕКС""";"LLC ""TECHNOFLEX""";390000, Рязанская обл., г. Рязань, ул. Прижелезнодорожная, д. 5На карте ;+7 (38451) 49828 ·  Открытые данные ;техноэласт.рф   · 1 домен;Общества с ограниченной ответственностью;Производство изделий из асфальта или аналогичных материалов;Колядов Дмитрий Николаевич · генеральный директор;secretary@tflx.tn.ru  ;;;
«Инстамарт Сервис» (СберМаркет);9705118142;сервисы по доставке;9705118142;9705118142;1.0;1187746494980;9705118142;770501001;28610444;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНСТАМАРТ СЕРВИС""";;"ООО ""ИНСТАМАРТ СЕРВИС""";"OOO ""INSTAMART SERVIS""";115035, г. Москва, вн.тер.г. муниципальный округ Замоскворечье, ул Садовническая, д. 9А, этаж/помещ./ком. 5/I/1На карте ;+7 (495) 1206000 ;instamart.ru   · 28 доменов;Общества с ограниченной ответственностью;Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность;Глухов Павел Анатольевич · генеральный директор;b2b@sbermarket.ru  ;;;
«Реилго»;7707205911;транспорт и логистика;7707205911;7707205911;1.0;1027700474163;7707205911;770401001;18270912;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕИЛГО""";ИСР ТРАНС, ООО ;"ООО ""РЕИЛГО""";"OOO ""REILGO""";119048, г. Москва, вн.тер.г. муниципальный округ Хамовники, ул Лужники, д. 24, стр. 19, этаж 2, помещ. 1На карте ;+7 (35374) 97338 ·  Открытые данные ;www.eurotrans.ru   · 11 доменов;Общества с ограниченной ответственностью;Деятельность вспомогательная прочая, связанная с перевозками;Халилов Рахман Искендер Оглы · председатель правления;info@rail-go.ru  ;;;Халилов Рахман Искендер Оглы
«Е100 Онлайн»;6732075238;платежный сервис;6732075238;6732075238;1.0;1146733011105;6732075238;673201001;25765040;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНЛАЙН КАРДС""";Е100 ОНЛАЙН, ООО;"ООО ""ОНЛАЙН КАРДС""";"""ONLINE CARDS"" LTD";214025, Смоленская обл., г. Смоленск, ул. Нормандия-Неман, д. 35 офис 306 · Торгово-деловой комплекс «Неман»На карте ;+7 (800) 0702035 ·  Открытые данные ;e100.eu/ru   · 8 доменов;Общества с ограниченной ответственностью;Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами;Волосенков Алексей Борисович · генеральный директор;s.senchakova@e100.biz  ;;;Бохан Кирилл Сергеевич
«Денцу Си Эс»;7709583813;реклама и связи с общественностью;7709583813;7709583813;1.0;1047796985554;7709583813;770901001;75569930;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОККАМ СИ ЭС""";ДЕНЦУ СИ ЭС, ООО ;"ООО ""ОККАМ СИ ЭС""";OKKAM CS;109004, г. Москва, вн.тер.г. муниципальный округ Таганский, пер Тетеринский, д. 16, помещ. 4/1На карте ;+7 (495) 9811685 ;www.dentsuaegisnetwork.com   · 17 доменов;Общества с ограниченной ответственностью;Деятельность рекламных агентств;Ляшкевич Светлана Анастасьевна · генеральный директор;;;;
«Маяк» (сеть супермаркетов «Слата»);3811125221;розничная торговля;3811125221;3811125221;1.0;1083811008160;3811125221;381101001;87063963;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАЯК""";;"ООО ""МАЯК""";LLC MAYAK;664081, Иркутская обл., г. Иркутск, ул. Депутатская, д. 84/1 пом. 2На карте ;+7 (3952) 202421 ·  Открытые данные ;www.slata.ru/   · 7 доменов;Общества с ограниченной ответственностью;Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах;;info@slata.ru  ;;ИКС5-ВОСТОЧНАЯ СИБИРЬ, ООО;
«Лудинг»;7730107662;оптовая торговля;7730107662;7730107662;1.0;1027739644745;7730107662;772901001;18359428;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУДИНГ""";;"ООО ""ЛУДИНГ""";"OOO ""LUDING""";121471, г. Москва, вн.тер.г. муниципальный округ Очаково-Матвеевское, ул Рябиновая, д. 55, стр. 2, помещ. 4-1, этаж/ком. 1/6На карте ;+7 (965) 4277434 ;www.luding.ru   · 7 доменов;Общества с ограниченной ответственностью;Торговля оптовая алкогольными напитками, кроме пива и пищевого этилового спирта;Ананьева Людмила Викторовна · генеральный директор;info@luding.ru  ;;;
«КРОК»;7701004101;информационные технологии;7701004101;7701004101;1.0;1027700094949;7701004101;770101001;17404049;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРОК ИНКОРПОРЕЙТЕД""";;"ЗАО ""КРОК ИНКОРПОРЕЙТЕД""";"""CROC INCORPORATED"" JOINT STOCK COMPANY";105082, г. Москва, ул. Большая Почтовая, д. 26В стр. 2 · Бизнес центр «Пост-Плаза»На карте ;+7 (495) 9744274 ;www.croc.ru/   · 14 доменов;Непубличные акционерные общества;Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением;Волковская Елена Викторовна · генеральный директор;ahaidukov@croc.ru  ;twitter.com/crocinc  ;;
«Север-Авто-М» («САМ - МБ»);5001048893;оптовая торговля;5001048893;5001048893;1.0;1045000719961;5001048893;500101001;73108886;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САМ - МБ""";;"ООО ""САМ - МБ""";"OOO ""SAM - MB""";143900, Московская обл., г. Балашиха, шоссе Энтузиастов, д. 84 пом. 5На карте ;+7 (977) 3431673 ;www.svrauto.ru   · 47 доменов;Общества с ограниченной ответственностью;Торговля оптовая автомобильными деталями, узлами и принадлежностями, кроме деятельности агентов;Беляк Сергей Вадимович · генеральный директор;director@koleso.ru  ;;;Беляк Сергей Вадимович
«Якобс Дау Эгбертс Рус»;4725001168;пищевая промышленность;4725001168;4725001168;1.0;1153316153715;4725001168;472501001;23377575;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯКОБС ДАУ ЭГБЕРТС РУС""";ЯКОБС РУС, ООО;"ООО ""ЯКОБС ДАУ ЭГБЕРТС РУС""";JACOBS DOUWE EGBERTS RUS LLC;188508, Ленинградская обл., Ломоносовский район, проезд 8-Й (Северная Часть Промзоны Горелово Тер), д. 1На карте ;+7 (495) 9379700 ;www.jacobsdouweegberts.com/  ;Общества с ограниченной ответственностью;Производство чая и кофе;Обручкова Светлана Александровна · генеральный директор;natalia.khokhlova@jdecoffee.com  ;;;
«НАФТАИНВЕСТ»;9715239467;оптовая торговля;9715239467;9715239467;1.0;1167746105779;9715239467;770301001;52806286;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАФТАИНВЕСТ""";;"ООО ""НАФТАИНВЕСТ""";"OOO ""NAFTAINVEST""";"123112, г. Москва, набережная Пресненская, д. 6 стр. 2 этаж / пом. 23/I · Деловой комплекс ""Империя""На карте ";+7 (925) 4522519 ;www.nafta-invest.com   · 2 домена;Общества с ограниченной ответственностью;Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами;Ачапкин Сергей Александрович · генеральный директор;info@nafta-invest.com  ;;;Барютин Борис Евгеньевич
«Черниговец»;4203001913;угольная промышленность;4203001913;4203001913;1.0;1024200646887;4203001913;425001001;32212927;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЧЕРНИГОВЕЦ""";ЧЕРНИГОВЕЦ, ОАО;"АО ""ЧЕРНИГОВЕЦ""";"AO ""CHERNIGOVETS""";652423, Кемеровская область - Кузбасс, м.о. Кемеровский, тер. разрез Черниговский, зд. 3На карте ;+7 (34369) 96212 ;;Непубличные акционерные общества;Добыча угля, за исключением антрацита, угля коксующегося и угля бурого, открытым способом;Зеленин Дмитрий Петрович · директор;coal@chernigovets.ru  ;;;
